"KOD","BIRTOKTER","MEGYEKOD","MEGYENEV","BIRTOKNEV","Y1382","Y13820","NEV_1382","Y1439","Y14390","NEVE_1439","Y1498","Y14980","NEVE_1498","v82_39","v39_98","v_82_98","v1","v2","v3"
"TD33","67.9","TD","Torda m.","Szászrégen","nemesi","Tomaj","Losonci","bárói","Losonci Bánfi István","","nemesi","","Bánfi (losonci), Losonci","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"KL11","43.3","KL","Kolozs m.","Bogártelke","egyházi","bencések","kolozsmonostori apát","egyházi","bencések","kolozsmonostori apát","egyházi","bencések","kolozsmonostori apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VP126","331.1","VP","Veszprém m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FJ19","57.7","FJ","Fejér m.","Venyim","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VS76","17.9","VS","Vas m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BI104","124.6","BI","Bihar m.","Bikács","egyházi","székeskáptalan","váradi","egyházi","székeskáptalan","váradi káptalan","egyházi","székeskáptalan","váradi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL217","30.9","ZL","Zala m.","Dörögd","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL73","31.1","KL","Kolozs m.","Bikal","nemesi","Mikola-rokonság","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VS130","41.5","VS","Vas m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL191","12.2","ZL","Zala m.","Paloznak","egyházi","székeskáptalan","veszprémi","egyházi","székeskáptalan","veszprémi káptalan","egyházi","székeskáptalan","veszprémi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL36","15.1","KL","Kolozs m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"PE58","472.4","PE","Pest m.","Kecskemét","királyi","királyné","óbudai urad.","királyi","királyné","óbudai urad.","nemesi","","Patócsi (kecskeméti)","királyi > királyi","királyi > nemesi","királyi > nemesi","14","29","21"
"VS126","12.5","VS","Vas m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"JK9","114.3","JK","Jászkun ter.","Szentkirály","királyi","kunok","","királyi","jászkunok","","nemesi","","","királyi > királyi","királyi > nemesi","királyi > nemesi","14","29","21"
"KL64","8.1","KL","Kolozs m.","Szentandrás","nemesi","Kacsics","Kentelkei","nemesi","","","nemesi","","Farkas (szeszármai)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL37","23.5","KL","Kolozs m.","Vajdakamarás","nemesi","Tomaj","Losonci","bárói","Losonci Dezsofi család","","idegen","István moldvai vajda","csicsói urad.","nemesi > bárói","bárói > idegen","nemesi > idegen","17","11","26"
"VS125","24.6","VS","Vas m.","Csákány","nemesi","Héder","Hédervári","bárói","Hédervári Lorinc","","bárói","Hédervári Ferenc","","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"VS61","249.1","VS","Vas m.","Szentgotthárd","egyházi","ciszterciek","szentgotthárdi apát","egyházi","ciszterciek","szentgotthárdi apát","egyházi","ciszterciek","szentgotthárdi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VS54","6.2","VS","Vas m.","Jakabháza","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VS88","18.7","VS","Vas m.","Gyorvár","egyházi","ciszterciek","szentgotthárdi apát","egyházi","ciszterciek","szentgotthárdi apát","egyházi","ciszterciek","szentgotthárdi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VS75","187.9","VS","Vas m.","","nemesi","Nádasd","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VP127","27.5","VP","Veszprém m.","Szentgyörgy","egyházi","társaskáptalan","fehérvári éneklokanonok","egyházi","társaskáptalan","fehérvári éneklokanonok","egyházi","társaskáptalan","fehérvári éneklokanonok","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL178","6.8","ZL","Zala m.","Szentpéter","nemesi","Smaragd","Zsámboki","nemesi","","","bárói","Bánfi Miklós és János","alsólendvai urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"ZL227","5.1","ZL","Zala m.","Szalapa","nemesi","","","egyházi","pálosok","enyerei","egyházi","pálosok","enyerei","nemesi > egyházi","egyházi > egyházi","nemesi > egyházi","18","18","25"
"ZL136","7","ZL","Zala m.","Bozol","nemesi","Türje","Béri-örökösök","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL147","52.2","ZL","Zala m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VP151","13.1","VP","Veszprém m.","Nagybarnag","királyi","királyné","","nemesi","","Vezsenyi László","nemesi","","Horvát Márk (kamicsáci)","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"ZL243","8.4","ZL","Zala m.","Nosztor","egyházi","püspök","veszprémi","egyházi","püspök","veszprémi püspök","egyházi","püspök","veszprémi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL155","118.1","ZL","Zala m.","Sümeg","egyházi","püspök","veszprémi","egyházi","püspök","veszprémi püspök","egyházi","püspök","veszprémi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL149","5.9","ZL","Zala m.","Kisvásárhely","nemesi","Türje","Szentgróti-Béri","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL236","7.7","ZL","Zala m.","Lovas","vegyes","","vegyes","vegyes","","","vegyes","","","vegyes > vegyes","vegyes > vegyes","vegyes > vegyes","22","41","32"
"KL29","175.4","KL","Kolozs m.","Kolozsvár","királyi","város","","királyi","királyi város","","királyi","királyi város","Kolozsvár","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"FJ69","22.6","FJ","Fejér m.","Garda","királyi","királyi honor","bakonyi ispán","bárói","Rozgonyi István id.","","bárói","Kanizsai György","vitányi urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"BI118","41.9","BI","Bihar m.","Cséffa","királyi","királyi honor","körösszegi urad.","bárói","Csáki Ferenc","","nemesi","","Csáki","királyi > bárói","bárói > nemesi","királyi > nemesi","11","13","21"
"BI155","497.3","BI","Bihar m.","Széplak","egyházi","püspök és kápt.","váradi","egyházi","püspök és káptalan","váradi püspök és káptalan","egyházi","püspök és káptalan","váradi püspök és káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL190","28.5","ZL","Zala m.","Füred","vegyes","","vegyes","vegyes","","","vegyes","","","vegyes > vegyes","vegyes > vegyes","vegyes > vegyes","22","41","32"
"SZO30","59.8","SZO","Szolnok m.","Túrto","nemesi","Hontpázmány","Zoárdfi","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BI119","18","BI","Bihar m.","Gyapju","királyi","királyi honor","körösszegi urad.","nemesi","","Telegdi","nemesi","","Telegdi","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"KL12","19.9","KL","Kolozs m.","Oláhnádas","nemesi","Ákos","Bebek","bárói","Bebek (vámosi)","","bárói","Pongrác Mátyás","almási urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"KL45","42.2","KL","Kolozs m.","Mezoszombattelke","nemesi","Kacsics","Kentelkei","nemesi","","Lack György (szántói)","egyházi","püspök","váradi püspök","nemesi > nemesi","nemesi > egyházi","nemesi > egyházi","20","33","25"
"BI121","13.1","BI","Bihar m.","Begécs","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"SZO29","26.7","SZO","Szolnok m.","Bánréve","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL48","76.2","KL","Kolozs m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL69","15.9","KL","Kolozs m.","Tancs","nemesi","Kacsics","Szécsényi","bárói","Szécsényi és Losonci","","nemesi","","Farkas (szeszármai)","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"ZL44","15.8","ZL","Zala m.","Szolos","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL63","14.5","KL","Kolozs m.","Szászfülpös","nemesi","Kacsics","Szécsényi","bárói","Szécsényi és Losonci","","nemesi","","Farkas (szeszármai)","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"ZL179","14.1","ZL","Zala m.","Petend","nemesi","Rátót","Gyulafi","nemesi","","Gyulafi","nemesi","","Gyulafi","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL135","8.8","ZL","Zala m.","Zalaszeg","nemesi","Smaragd","Zsámboki","nemesi","","","bárói","Bánfi Miklós és János","alsólendvai urad.","nemesi > nemesi","nemesi > bárói","nemesi > bárói","20","32","24"
"ZL134","7.6","ZL","Zala m.","Bér","nemesi","Türje","Béri-örökösök","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL47","15.9","KL","Kolozs m.","Kiscég","nemesi","Tomaj","Losonci","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL10","103.4","KL","Kolozs m.","Inaktelke","nemesi","Mikola-rokonság","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL108","35.9","ZL","Zala m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BÉ19","84.3","BÉ","Békés m.","Gyoma","nemesi","","Iktári","nemesi","","Betlen","nemesi","","Dóci (szegi)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VP150","16.6","VP","Veszprém m.","Mencshely","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL188","25.8","ZL","Zala m.","Aszófo","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VP139","5.5","VP","Veszprém m.","Vöröstó","egyházi","bencések","almádi apát","egyházi","bencések","almádi apát","egyházi","bencések","almádi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL231","5.4","ZL","Zala m.","Kövesd","egyházi","bencések","tihanyi apát","egyházi","bencések","tihanyi apát","egyházi","bencések","tihanyi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL233","3.5","ZL","Zala m.","Öcse","egyházi","premontreiek","türjei prépost","egyházi","premontreiek","türjei prépost","egyházi","premontreiek","türjei prépost","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL51","30.4","KL","Kolozs m.","Örményes","nemesi","Ákos","Bebek","bárói","Bebek (vámosi)","","bárói","Pongrác Mátyás","almási urad.","nemesi > bárói","bárói > bárói","nemesi > bárói","17","9","24"
"VS89","9.3","VS","Vas m.","Gosfalva","nemesi","","Gos","nemesi","","Gos","nemesi","","Egervári István (kiskorú)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL146","33.4","ZL","Zala m.","Szentgrót","nemesi","Türje","Szentgróti","bárói","Hagymás és Szentgróti","","nemesi","","Hagymás és Szentgróti","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"ZL187","14.7","ZL","Zala m.","Kispécsely","egyházi","székeskáptalan","veszprémi","egyházi","székeskáptalan","veszprémi káptalan","egyházi","székeskáptalan","veszprémi káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"SO8","86","SO","Solt m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL13","12.3","KL","Kolozs m.","Körösfo","egyházi","püspök","erdélyi","egyházi","püspök","erdélyi püspök","egyházi","püspök","erdélyi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL173","51.9","ZL","Zala m.","Diszel","nemesi","Bogátradvány","Monoki","","","","nemesi","","","nemesi >","  > nemesi","nemesi > nemesi","16","6","28"
"ZL111","60","ZL","Zala m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FJ63","25.5","FJ","Fejér m.","Süld","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"JK10","55.5","JK","Jászkun ter.","Borbásszállás","királyi","kunok","","királyi","jászkunok","","királyi","jászkunok","Kiskunság","királyi > királyi","királyi > királyi","királyi > királyi","14","28","20"
"ZL180","4","ZL","Zala m.","Vigánt","vegyes","","","vegyes","","","vegyes","","","vegyes > vegyes","vegyes > vegyes","vegyes > vegyes","22","41","32"
"ZL181","7.7","ZL","Zala m.","Budavári","egyházi","társaskáptalan","budai","egyházi","társaskáptalan","budai káptalan","egyházi","társaskáptalan","budai káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL62","21.8","KL","Kolozs m.","Faragó","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"FJ71","66.4","FJ","Fejér m.","Körtvélyes","egyházi","társaskáptalan","fehérvári","egyházi","társaskáptalan","fehérvári káptalan","egyházi","társaskáptalan","fehérvári káptalan","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BÉ20","25.9","BÉ","Békés m.","Tölgy","","","","bárói","Maróti László","","bárói","Corvin János","gyulai urad.","  > bárói","bárói > bárói","  > bárói","2","9","2"
"TD28","118","TD","Torda m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL216","6.9","ZL","Zala m.","Szentmártonfölde","egyházi","bencések","pannonhalmi apát","egyházi","bencések","pannonhalmi apát","egyházi","bencések","pannonhalmi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL30","72.6","KL","Kolozs m.","Szamosfalva","nemesi","Mikola-rokonság","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL107","10","ZL","Zala m.","Ollár","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"KL28","61.7","KL","Kolozs m.","Kolozsmonostor","egyházi","bencések","kolozsmonostori apát","egyházi","bencések","kolozsmonostori apát","egyházi","bencések","kolozsmonostori apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"TD32","33.6","TD","Torda m.","Nagyfülpös","nemesi","Kacsics","Szécsényi","bárói","Szécsényi és Losonci","","nemesi","","Farkas (szeszármai)","nemesi > bárói","bárói > nemesi","nemesi > nemesi","17","13","28"
"KL33","17.8","KL","Kolozs m.","Apáthida","egyházi","bencések","kolozsmonostori apát","egyházi","bencések","kolozsmonostori apát","egyházi","bencések","kolozsmonostori apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL4","39.3","KL","Kolozs m.","Kalotaszentkirály","királyi","királyi honor","erdélyi vajda","nemesi","","","nemesi","","Csire, Pocsaji","királyi > nemesi","nemesi > nemesi","királyi > nemesi","15","36","21"
"VS90","14.3","VS","Vas m.","Boldogasszonyfalva","egyházi","ciszterciek","szentgotthárdi apát","egyházi","ciszterciek","szentgotthárdi apát","egyházi","ciszterciek","szentgotthárdi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"BI105","16.8","BI","Bihar m.","Apácasomogy","egyházi","apácák","váradi klarisszák","egyházi","apácák","váradi klarisszák","egyházi","apácák","váradi klarisszák","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL44","51.6","KL","Kolozs m.","Sármás","nemesi","Agmánd","Zsuki","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"BI120","14.1","BI","Bihar m.","Nagyradvány","egyházi","püspök","váradi","egyházi","püspök","váradi püspök","egyházi","püspök","váradi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL186","11.5","ZL","Zala m.","Vászoly","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi","több egyházi birtokos","","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"ZL87","10.8","ZL","Zala m.","Nagykutas","nemesi","Ákos","Mikcsfi","nemesi","","Ördög Miklós (pölöskei)","nemesi","","Ördög (pölöskei)","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"ZL175","27.1","ZL","Zala m.","Apáti","egyházi","bencések","almádi apát","egyházi","bencések","almádi apát","egyházi","bencések","almádi apát","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"VS62","168.7","VS","Vas m.","Dobra","királyi","királyi honor","vasi-soproni ispánság","bárói","Szécsi János (felsolendvai)","","bárói","Szécsi Miklós","dobrai urad.","királyi > bárói","bárói > bárói","királyi > bárói","11","9","17"
"ZL182","24.9","ZL","Zala m.","Nivegy","egyházi","püspök","veszprémi","egyházi","püspök","veszprémi püspök","egyházi","püspök","veszprémi püspök","egyházi > egyházi","egyházi > egyházi","egyházi > egyházi","7","18","11"
"KL34","14.5","KL","Kolozs m.","Korpád","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
"VP128","49.3","VP","Veszprém m.","Enying","","","","","","","nemesi","","Török Imre (enyingi)","  >","  > nemesi","  > nemesi","1","6","6"
"ZL202","56.4","ZL","Zala m.","","nemesi","","","nemesi","","","nemesi","","","nemesi > nemesi","nemesi > nemesi","nemesi > nemesi","20","36","28"
